Start,FFFFFF,
End,DBDBDB,
,,
x,y,Luminance
3.183840E-3,975.903630E-3,125.724770
3.199920E-3,984.337211E-3,126.027359
3.216000E-3,980.722904E-3,125.897682
3.232080E-3,975.903630E-3,125.724770
3.248160E-3,972.289324E-3,125.595093
3.264240E-3,965.060115E-3,125.335716
3.280320E-3,975.903630E-3,125.724770
3.296400E-3,981.927752E-3,125.940910
3.312480E-3,981.927752E-3,125.940910
3.328560E-3,975.903630E-3,125.724770
3.344640E-3,979.518116E-3,125.854454
3.360720E-3,972.289324E-3,125.595093
3.376800E-3,972.289324E-3,125.595093
3.392880E-3,969.879687E-3,125.508636
3.408960E-3,975.903630E-3,125.724770
3.425040E-3,984.337211E-3,126.027359
3.441120E-3,975.903630E-3,125.724770
3.457200E-3,963.855326E-3,125.292488
3.473280E-3,965.060115E-3,125.335716
3.489360E-3,968.674421E-3,125.465393
3.505440E-3,971.084476E-3,125.551865
3.521520E-3,975.903630E-3,125.724770
3.537600E-3,980.722904E-3,125.897682
3.553680E-3,977.108419E-3,125.767998
3.569760E-3,971.084476E-3,125.551865
3.585840E-3,963.855326E-3,125.292488
3.601920E-3,966.264963E-3,125.378944
3.618000E-3,967.469811E-3,125.422173
3.634080E-3,971.084476E-3,125.551865
3.650160E-3,967.469811E-3,125.422173
3.666240E-3,968.674421E-3,125.465393
3.682320E-3,972.289324E-3,125.595093
3.698400E-3,979.518116E-3,125.854454
3.714480E-3,985.542059E-3,126.070587
3.730560E-3,971.084476E-3,125.551865
3.746640E-3,967.469811E-3,125.422173
3.762720E-3,969.879687E-3,125.508636
3.778800E-3,966.264963E-3,125.378944
3.794880E-3,967.469811E-3,125.422173
3.810960E-3,966.264963E-3,125.378944
3.827040E-3,972.289324E-3,125.595093
3.843120E-3,980.722904E-3,125.897682
3.859200E-3,985.542059E-3,126.070587
3.875280E-3,974.698782E-3,125.681541
3.891360E-3,972.289324E-3,125.595093
3.907440E-3,965.060115E-3,125.335716
3.923520E-3,968.674421E-3,125.465393
3.939600E-3,972.289324E-3,125.595093
3.955680E-3,965.060115E-3,125.335716
3.971760E-3,967.469811E-3,125.422173
3.987840E-3,979.518116E-3,125.854454
4.003920E-3,981.927752E-3,125.940910
4.020000E-3,971.084476E-3,125.551865
4.036080E-3,965.060115E-3,125.335716
4.052160E-3,968.674421E-3,125.465393
4.068240E-3,971.084476E-3,125.551865
4.084320E-3,974.698782E-3,125.681541
4.100400E-3,972.289324E-3,125.595093
4.116480E-3,978.313267E-3,125.811226
4.132560E-3,974.698782E-3,125.681541
4.148640E-3,966.264963E-3,125.378944
4.164720E-3,962.650478E-3,125.249260
4.180800E-3,963.855326E-3,125.292488
4.196880E-3,968.674421E-3,125.465393
4.212960E-3,974.698782E-3,125.681541
4.229040E-3,973.493934E-3,125.638313
4.245120E-3,971.084476E-3,125.551865
4.261200E-3,971.084476E-3,125.551865
4.277280E-3,966.264963E-3,125.378944
4.293360E-3,960.240841E-3,125.162804
4.309440E-3,965.060115E-3,125.335716
4.325520E-3,969.879687E-3,125.508636
4.341600E-3,971.084476E-3,125.551865
4.357680E-3,965.060115E-3,125.335716
4.373760E-3,962.650478E-3,125.249260
4.389840E-3,971.084476E-3,125.551865
4.405920E-3,974.698782E-3,125.681541
4.422000E-3,966.264963E-3,125.378944
4.438080E-3,965.060115E-3,125.335716
4.454160E-3,963.855326E-3,125.292488
4.470240E-3,961.445630E-3,125.206032
4.486320E-3,962.650478E-3,125.249260
4.502400E-3,966.264963E-3,125.378944
4.518480E-3,966.264963E-3,125.378944
4.534560E-3,968.674421E-3,125.465393
4.550640E-3,968.674421E-3,125.465393
4.566720E-3,971.084476E-3,125.551865
4.582800E-3,965.060115E-3,125.335716
4.598880E-3,966.264963E-3,125.378944
4.614960E-3,966.264963E-3,125.378944
4.631040E-3,961.445630E-3,125.206032
4.647120E-3,966.264963E-3,125.378944
4.663200E-3,966.264963E-3,125.378944
4.679280E-3,961.445630E-3,125.206032
4.695360E-3,962.650478E-3,125.249260
4.711440E-3,966.264963E-3,125.378944
4.727520E-3,966.264963E-3,125.378944
4.743600E-3,965.060115E-3,125.335716
4.759680E-3,957.831144E-3,125.076347
4.775760E-3,963.855326E-3,125.292488
4.791840E-3,962.650478E-3,125.249260
4.807920E-3,968.674421E-3,125.465393
4.824000E-3,973.493934E-3,125.638313
4.840080E-3,973.493934E-3,125.638313
4.856160E-3,967.469811E-3,125.422173
4.872240E-3,953.012049E-3,124.903442
4.888320E-3,956.626534E-3,125.033127
4.904400E-3,963.855326E-3,125.292488
4.920480E-3,969.879687E-3,125.508636
4.936560E-3,962.650478E-3,125.249260
4.952640E-3,965.060115E-3,125.335716
4.968720E-3,969.879687E-3,125.508636
4.984800E-3,965.060115E-3,125.335716
5.000880E-3,960.240841E-3,125.162804
5.016960E-3,961.445630E-3,125.206032
5.033040E-3,966.264963E-3,125.378944
5.049120E-3,973.493934E-3,125.638313
5.065200E-3,972.289324E-3,125.595093
5.081280E-3,963.855326E-3,125.292488
5.097360E-3,957.831144E-3,125.076347
5.113440E-3,950.602412E-3,124.816986
5.129520E-3,956.626534E-3,125.033127
5.145600E-3,962.650478E-3,125.249260
5.161680E-3,962.650478E-3,125.249260
5.177760E-3,959.035993E-3,125.119576
5.193840E-3,966.264963E-3,125.378944
5.209920E-3,961.445630E-3,125.206032
5.226000E-3,959.035993E-3,125.119576
5.242080E-3,963.855326E-3,125.292488
5.258160E-3,973.493934E-3,125.638313
5.274240E-3,967.469811E-3,125.422173
5.290320E-3,962.650478E-3,125.249260
5.306400E-3,963.855326E-3,125.292488
5.322480E-3,961.445630E-3,125.206032
5.338560E-3,960.240841E-3,125.162804
5.354641E-3,963.855326E-3,125.292488
5.370720E-3,968.674421E-3,125.465393
5.386801E-3,960.240841E-3,125.162804
5.402880E-3,969.879687E-3,125.508636
5.418960E-3,965.060115E-3,125.335716
5.435040E-3,961.445630E-3,125.206032
5.451120E-3,959.035993E-3,125.119576
5.467200E-3,969.879687E-3,125.508636
5.483280E-3,961.445630E-3,125.206032
5.499360E-3,963.855326E-3,125.292488
5.515440E-3,962.650478E-3,125.249260
5.531520E-3,963.855326E-3,125.292488
5.547600E-3,962.650478E-3,125.249260
5.563681E-3,962.650478E-3,125.249260
5.579760E-3,961.445630E-3,125.206032
5.595841E-3,959.035993E-3,125.119576
5.611920E-3,960.240841E-3,125.162804
5.628000E-3,955.421686E-3,124.989899
5.644080E-3,963.855326E-3,125.292488
5.660160E-3,959.035993E-3,125.119576
5.676240E-3,957.831144E-3,125.076347
5.692320E-3,957.831144E-3,125.076347
5.708400E-3,966.264963E-3,125.378944
5.724480E-3,963.855326E-3,125.292488
5.740560E-3,955.421686E-3,124.989899
5.756640E-3,961.445630E-3,125.206032
5.772721E-3,955.421686E-3,124.989899
5.788800E-3,954.216897E-3,124.946671
5.804881E-3,962.650478E-3,125.249260
5.820960E-3,957.831144E-3,125.076347
5.837040E-3,959.035993E-3,125.119576
5.853120E-3,954.216897E-3,124.946671
5.869200E-3,961.445630E-3,125.206032
5.885280E-3,955.421686E-3,124.989899
5.901360E-3,957.831144E-3,125.076347
5.917440E-3,963.855326E-3,125.292488
5.933520E-3,963.855326E-3,125.292488
5.949600E-3,960.240841E-3,125.162804
5.965680E-3,957.831144E-3,125.076347
5.981761E-3,961.445630E-3,125.206032
5.997840E-3,963.855326E-3,125.292488
6.013921E-3,963.855326E-3,125.292488
6.030000E-3,956.626534E-3,125.033127
6.046080E-3,951.807201E-3,124.860214
6.062160E-3,953.012049E-3,124.903442
6.078240E-3,953.012049E-3,124.903442
6.094320E-3,961.445630E-3,125.206032
6.110400E-3,965.060115E-3,125.335716
6.126480E-3,963.855326E-3,125.292488
6.142560E-3,961.445630E-3,125.206032
6.158640E-3,960.240841E-3,125.162804
6.174720E-3,957.831144E-3,125.076347
6.190801E-3,957.831144E-3,125.076347
6.206880E-3,956.626534E-3,125.033127
6.222961E-3,960.240841E-3,125.162804
6.239040E-3,957.831144E-3,125.076347
6.255121E-3,959.035993E-3,125.119576
6.271200E-3,963.855326E-3,125.292488
6.287280E-3,957.831144E-3,125.076347
6.303360E-3,953.012049E-3,124.903442
6.319440E-3,959.035993E-3,125.119576
6.335520E-3,961.445630E-3,125.206032
6.351600E-3,959.035993E-3,125.119576
6.367680E-3,956.626534E-3,125.033127
6.383760E-3,965.060115E-3,125.335716
6.399841E-3,959.035993E-3,125.119576
6.415920E-3,962.650478E-3,125.249260
6.432001E-3,961.445630E-3,125.206032
6.448080E-3,957.831144E-3,125.076347
6.464161E-3,959.035993E-3,125.119576
6.480240E-3,971.084476E-3,125.551865
6.496320E-3,972.289324E-3,125.595093
6.512400E-3,959.035993E-3,125.119576
6.528480E-3,954.216897E-3,124.946671
6.544560E-3,956.626534E-3,125.033127
6.560640E-3,954.216897E-3,124.946671
6.576720E-3,953.012049E-3,124.903442
6.592800E-3,954.216897E-3,124.946671
6.608881E-3,956.626534E-3,125.033127
6.624960E-3,956.626534E-3,125.033127
6.641041E-3,966.264963E-3,125.378944
6.657120E-3,960.240841E-3,125.162804
6.673201E-3,951.807201E-3,124.860214
6.689280E-3,955.421686E-3,124.989899
6.705360E-3,955.421686E-3,124.989899
6.721440E-3,967.469811E-3,125.422173
6.737520E-3,965.060115E-3,125.335716
6.753600E-3,950.602412E-3,124.816986
6.769680E-3,955.421686E-3,124.989899
6.785760E-3,961.445630E-3,125.206032
6.801840E-3,955.421686E-3,124.989899
6.817921E-3,950.602412E-3,124.816986
6.834000E-3,960.240841E-3,125.162804
6.850081E-3,957.831144E-3,125.076347
6.866160E-3,957.831144E-3,125.076347
6.882241E-3,950.602412E-3,124.816986
6.898320E-3,956.626534E-3,125.033127
6.914400E-3,956.626534E-3,125.033127
6.930480E-3,953.012049E-3,124.903442
6.946560E-3,950.602412E-3,124.816986
6.962640E-3,959.035993E-3,125.119576
6.978720E-3,955.421686E-3,124.989899
6.994800E-3,949.397564E-3,124.773758
7.010880E-3,955.421686E-3,124.989899
7.026961E-3,957.831144E-3,125.076347
7.043040E-3,959.035993E-3,125.119576
7.059121E-3,951.807201E-3,124.860214
7.075200E-3,948.192716E-3,124.730530
7.091281E-3,965.060115E-3,125.335716
7.107360E-3,963.855326E-3,125.292488
7.123441E-3,948.192716E-3,124.730530
7.139520E-3,953.012049E-3,124.903442
7.155600E-3,960.240841E-3,125.162804
7.171680E-3,957.831144E-3,125.076347
7.187760E-3,960.240841E-3,125.162804
7.203841E-3,960.240841E-3,125.162804
7.219920E-3,956.626534E-3,125.033127
7.236001E-3,965.060115E-3,125.335716
7.252080E-3,959.035993E-3,125.119576
7.268161E-3,960.240841E-3,125.162804
7.284240E-3,953.012049E-3,124.903442
7.300321E-3,961.445630E-3,125.206032
7.316400E-3,966.264963E-3,125.378944
7.332481E-3,956.626534E-3,125.033127
7.348560E-3,949.397564E-3,124.773758
7.364640E-3,948.192716E-3,124.730530
7.380720E-3,955.421686E-3,124.989899
7.396800E-3,954.216897E-3,124.946671
7.412881E-3,956.626534E-3,125.033127
7.428960E-3,956.626534E-3,125.033127
7.445041E-3,953.012049E-3,124.903442
7.461120E-3,954.216897E-3,124.946671
7.477201E-3,960.240841E-3,125.162804
7.493280E-3,951.807201E-3,124.860214
7.509361E-3,949.397564E-3,124.773758
7.525440E-3,949.397564E-3,124.773758
7.541521E-3,951.807201E-3,124.860214
7.557600E-3,954.216897E-3,124.946671
7.573680E-3,953.012049E-3,124.903442
7.589760E-3,951.807201E-3,124.860214
7.605840E-3,957.831144E-3,125.076347
7.621921E-3,957.831144E-3,125.076347
7.638000E-3,956.626534E-3,125.033127
7.654081E-3,959.035993E-3,125.119576
7.670160E-3,957.831144E-3,125.076347
7.686241E-3,956.626534E-3,125.033127
7.702320E-3,955.421686E-3,124.989899
7.718401E-3,957.831144E-3,125.076347
7.734480E-3,959.035993E-3,125.119576
7.750561E-3,951.807201E-3,124.860214
7.766640E-3,953.012049E-3,124.903442
7.782720E-3,956.626534E-3,125.033127
7.798800E-3,957.831144E-3,125.076347
7.814880E-3,959.035993E-3,125.119576
7.830961E-3,956.626534E-3,125.033127
7.847041E-3,957.831144E-3,125.076347
7.863120E-3,956.626534E-3,125.033127
7.879200E-3,948.192716E-3,124.730530
7.895281E-3,946.987867E-3,124.687302
7.911361E-3,957.831144E-3,125.076347
7.927440E-3,960.240841E-3,125.162804
7.943520E-3,963.855326E-3,125.292488
7.959601E-3,957.831144E-3,125.076347
7.975681E-3,955.421686E-3,124.989899
7.991760E-3,955.421686E-3,124.989899
8.007840E-3,953.012049E-3,124.903442
8.023920E-3,954.216897E-3,124.946671
8.040001E-3,959.035993E-3,125.119576
8.056081E-3,953.012049E-3,124.903442
8.072160E-3,948.192716E-3,124.730530
8.088240E-3,955.421686E-3,124.989899
8.104321E-3,956.626534E-3,125.033127
8.120401E-3,959.035993E-3,125.119576
8.136480E-3,954.216897E-3,124.946671
8.152560E-3,955.421686E-3,124.989899
8.168641E-3,950.602412E-3,124.816986
8.184721E-3,954.216897E-3,124.946671
8.200800E-3,951.807201E-3,124.860214
8.216880E-3,949.397564E-3,124.773758
8.232960E-3,944.578469E-3,124.600853
8.249041E-3,953.012049E-3,124.903442
8.265121E-3,959.035993E-3,125.119576
8.281200E-3,959.035993E-3,125.119576
8.297280E-3,957.831144E-3,125.076347
8.313361E-3,955.421686E-3,124.989899
8.329441E-3,955.421686E-3,124.989899
8.345520E-3,953.012049E-3,124.903442
8.361600E-3,954.216897E-3,124.946671
8.377681E-3,960.240841E-3,125.162804
8.393761E-3,953.012049E-3,124.903442
8.409840E-3,948.192716E-3,124.730530
8.425920E-3,953.012049E-3,124.903442
8.442000E-3,955.421686E-3,124.989899
8.458081E-3,960.240841E-3,125.162804
8.474161E-3,957.831144E-3,125.076347
8.490240E-3,960.240841E-3,125.162804
8.506320E-3,948.192716E-3,124.730530
8.522401E-3,950.602412E-3,124.816986
8.538481E-3,953.012049E-3,124.903442
8.554560E-3,955.421686E-3,124.989899
8.570640E-3,965.060115E-3,125.335716
8.586721E-3,955.421686E-3,124.989899
8.602801E-3,951.807201E-3,124.860214
8.618880E-3,950.602412E-3,124.816986
8.634960E-3,960.240841E-3,125.162804
8.651040E-3,959.035993E-3,125.119576
8.667121E-3,953.012049E-3,124.903442
8.683201E-3,946.987867E-3,124.687302
8.699280E-3,949.397564E-3,124.773758
8.715360E-3,955.421686E-3,124.989899
8.731441E-3,946.987867E-3,124.687302
8.747521E-3,945.783257E-3,124.644081
8.763600E-3,953.012049E-3,124.903442
8.779680E-3,955.421686E-3,124.989899
8.795761E-3,954.216897E-3,124.946671
8.811841E-3,953.012049E-3,124.903442
8.827920E-3,957.831144E-3,125.076347
8.844000E-3,961.445630E-3,125.206032
8.860081E-3,950.602412E-3,124.816986
8.876161E-3,944.578469E-3,124.600853
8.892241E-3,951.807201E-3,124.860214
8.908320E-3,954.216897E-3,124.946671
8.924400E-3,950.602412E-3,124.816986
8.940481E-3,943.373621E-3,124.557625
8.956561E-3,951.807201E-3,124.860214
8.972640E-3,955.421686E-3,124.989899
8.988720E-3,956.626534E-3,125.033127
9.004801E-3,955.421686E-3,124.989899
9.020881E-3,950.602412E-3,124.816986
9.036960E-3,946.987867E-3,124.687302
9.053040E-3,950.602412E-3,124.816986
9.069121E-3,951.807201E-3,124.860214
9.085201E-3,949.397564E-3,124.773758
9.101281E-3,946.987867E-3,124.687302
9.117360E-3,948.192716E-3,124.730530
9.133440E-3,955.421686E-3,124.989899
9.149521E-3,951.807201E-3,124.860214
9.165601E-3,950.602412E-3,124.816986
9.181680E-3,946.987867E-3,124.687302
9.197760E-3,953.012049E-3,124.903442
9.213841E-3,956.626534E-3,125.033127
9.229921E-3,954.216897E-3,124.946671
9.246000E-3,951.807201E-3,124.860214
9.262080E-3,953.012049E-3,124.903442
9.278161E-3,953.012049E-3,124.903442
9.294241E-3,950.602412E-3,124.816986
9.310321E-3,950.602412E-3,124.816986
9.326400E-3,956.626534E-3,125.033127
9.342480E-3,959.035993E-3,125.119576
9.358561E-3,956.626534E-3,125.033127
9.374641E-3,950.602412E-3,124.816986
9.390720E-3,956.626534E-3,125.033127
9.406800E-3,953.012049E-3,124.903442
9.422881E-3,955.421686E-3,124.989899
9.438961E-3,953.012049E-3,124.903442
9.455040E-3,954.216897E-3,124.946671
9.471120E-3,957.831144E-3,125.076347
9.487201E-3,948.192716E-3,124.730530
9.503281E-3,949.397564E-3,124.773758
9.519361E-3,955.421686E-3,124.989899
9.535440E-3,954.216897E-3,124.946671
9.551520E-3,954.216897E-3,124.946671
9.567601E-3,950.602412E-3,124.816986
9.583681E-3,945.783257E-3,124.644081
9.599760E-3,948.192716E-3,124.730530
9.615840E-3,954.216897E-3,124.946671
9.631921E-3,957.831144E-3,125.076347
9.648001E-3,951.807201E-3,124.860214
9.664080E-3,944.578469E-3,124.600853
9.680160E-3,948.192716E-3,124.730530
9.696241E-3,953.012049E-3,124.903442
9.712321E-3,955.421686E-3,124.989899
9.728401E-3,963.855326E-3,125.292488
9.744480E-3,959.035993E-3,125.119576
9.760560E-3,950.602412E-3,124.816986
9.776641E-3,953.012049E-3,124.903442
9.792721E-3,955.421686E-3,124.989899
9.808800E-3,955.421686E-3,124.989899
9.824880E-3,961.445630E-3,125.206032
9.840961E-3,961.445630E-3,125.206032
9.857041E-3,954.216897E-3,124.946671
9.873120E-3,957.831144E-3,125.076347
9.889200E-3,950.602412E-3,124.816986
9.905281E-3,944.578469E-3,124.600853
9.921361E-3,953.012049E-3,124.903442
9.937441E-3,953.012049E-3,124.903442
9.953520E-3,946.987867E-3,124.687302
9.969600E-3,953.012049E-3,124.903442
9.985681E-3,950.602412E-3,124.816986
10.001761E-3,956.626534E-3,125.033127
10.017840E-3,951.807201E-3,124.860214
10.033920E-3,950.602412E-3,124.816986
10.050001E-3,953.012049E-3,124.903442
10.066081E-3,942.168593E-3,124.514389
10.082160E-3,945.783257E-3,124.644081
10.098240E-3,951.807201E-3,124.860214
10.114321E-3,945.783257E-3,124.644081
10.130401E-3,953.012049E-3,124.903442
10.146481E-3,962.650478E-3,125.249260
10.162560E-3,961.445630E-3,125.206032
10.178640E-3,953.012049E-3,124.903442
10.194721E-3,951.807201E-3,124.860214
10.210801E-3,944.578469E-3,124.600853
10.226880E-3,946.987867E-3,124.687302
10.242960E-3,953.012049E-3,124.903442
10.259041E-3,954.216897E-3,124.946671
10.275121E-3,955.421686E-3,124.989899
10.291200E-3,951.807201E-3,124.860214
10.307280E-3,953.012049E-3,124.903442
10.323361E-3,960.240841E-3,125.162804
10.339441E-3,953.012049E-3,124.903442
10.355521E-3,948.192716E-3,124.730530
10.371600E-3,951.807201E-3,124.860214
10.387680E-3,956.626534E-3,125.033127
10.403761E-3,948.192716E-3,124.730530
10.419841E-3,940.963745E-3,124.471161
10.435920E-3,946.987867E-3,124.687302
10.452000E-3,954.216897E-3,124.946671
10.468081E-3,954.216897E-3,124.946671
10.484161E-3,944.578469E-3,124.600853
10.500241E-3,948.192716E-3,124.730530
10.516320E-3,956.626534E-3,125.033127
10.532401E-3,953.012049E-3,124.903442
10.548481E-3,950.602412E-3,124.816986
10.564561E-3,951.807201E-3,124.860214
10.580640E-3,953.012049E-3,124.903442
10.596721E-3,950.602412E-3,124.816986
10.612801E-3,951.807201E-3,124.860214
