Start,B6B6B6,
End,DBDBDB,
,,
x,y,Luminance
10.050001E-3,46.448197E-3,64.212593
10.066081E-3,57.377100E-3,64.558418
10.082160E-3,53.278763E-3,64.428734
10.098240E-3,56.010988E-3,64.515190
10.114321E-3,49.180422E-3,64.299049
10.130401E-3,62.841550E-3,64.731331
10.146481E-3,56.010988E-3,64.515190
10.162560E-3,50.546296E-3,64.342270
10.178640E-3,40.983506E-3,64.039673
10.194721E-3,47.814310E-3,64.255821
10.210801E-3,53.278763E-3,64.428734
10.226880E-3,49.180422E-3,64.299049
10.242960E-3,56.010988E-3,64.515190
10.259041E-3,56.010988E-3,64.515190
10.275121E-3,45.082085E-3,64.169365
10.291200E-3,53.278763E-3,64.428734
10.307280E-3,46.448197E-3,64.212593
10.323361E-3,51.912647E-3,64.385506
10.339441E-3,53.278763E-3,64.428734
10.355521E-3,50.546296E-3,64.342270
10.371600E-3,54.644875E-3,64.471962
10.387680E-3,49.180422E-3,64.299049
10.403761E-3,40.983506E-3,64.039673
10.419841E-3,43.715730E-3,64.126129
10.435920E-3,49.180422E-3,64.299049
10.452000E-3,39.617512E-3,63.996449
10.468081E-3,43.715730E-3,64.126129
10.484161E-3,51.912647E-3,64.385506
10.500241E-3,50.546296E-3,64.342270
10.516320E-3,47.814310E-3,64.255821
10.532401E-3,51.912647E-3,64.385506
10.548481E-3,54.644875E-3,64.471962
10.564561E-3,45.082085E-3,64.169365
10.580640E-3,39.617512E-3,63.996449
10.596721E-3,49.180422E-3,64.299049
