Start,DBDBDB,
End,242424,
,,
x,y,Luminance
3.569760E-3,976.190507E-3,92.005806
3.585840E-3,975.732625E-3,91.962578
3.601920E-3,973.901153E-3,91.789673
3.618000E-3,974.359035E-3,91.832901
3.634080E-3,976.190507E-3,92.005806
3.650160E-3,972.527444E-3,91.659988
3.666240E-3,973.443270E-3,91.746445
3.682320E-3,977.106273E-3,92.092262
3.698400E-3,979.395509E-3,92.308388
3.714480E-3,976.648390E-3,92.049034
3.730560E-3,974.816799E-3,91.876122
3.746640E-3,975.274682E-3,91.919350
3.762720E-3,975.274682E-3,91.919350
3.778800E-3,973.443270E-3,91.746445
3.794880E-3,973.443270E-3,91.746445
3.810960E-3,977.106273E-3,92.092262
3.827040E-3,978.937626E-3,92.265160
3.843120E-3,974.816799E-3,91.876122
3.859200E-3,970.695913E-3,91.487076
3.875280E-3,973.443270E-3,91.746445
3.891360E-3,975.274682E-3,91.919350
3.907440E-3,978.021860E-3,92.178703
3.923520E-3,976.190507E-3,92.005806
3.939600E-3,972.985387E-3,91.703217
3.955680E-3,974.359035E-3,91.832901
3.971760E-3,973.901153E-3,91.789673
3.987840E-3,974.359035E-3,91.832901
4.003920E-3,975.732625E-3,91.962578
4.020000E-3,975.732625E-3,91.962578
4.036080E-3,974.816799E-3,91.876122
4.052160E-3,973.443270E-3,91.746445
4.068240E-3,975.274682E-3,91.919350
4.084320E-3,975.274682E-3,91.919350
4.100400E-3,973.443270E-3,91.746445
4.116480E-3,972.985387E-3,91.703217
4.132560E-3,974.359035E-3,91.832901
4.148640E-3,975.732625E-3,91.962578
4.164720E-3,974.816799E-3,91.876122
4.180800E-3,977.563977E-3,92.135475
4.196880E-3,978.479743E-3,92.221931
4.212960E-3,975.274682E-3,91.919350
4.229040E-3,975.274682E-3,91.919350
4.245120E-3,975.274682E-3,91.919350
4.261200E-3,973.443270E-3,91.746445
4.277280E-3,975.274682E-3,91.919350
4.293360E-3,975.274682E-3,91.919350
4.309440E-3,973.901153E-3,91.789673
4.325520E-3,974.359035E-3,91.832901
4.341600E-3,978.937626E-3,92.265160
4.357680E-3,975.274682E-3,91.919350
4.373760E-3,973.901153E-3,91.789673
4.389840E-3,974.816799E-3,91.876122
4.405920E-3,977.563977E-3,92.135475
4.422000E-3,974.359035E-3,91.832901
4.438080E-3,974.816799E-3,91.876122
4.454160E-3,976.648390E-3,92.049034
4.470240E-3,974.359035E-3,91.832901
4.486320E-3,973.901153E-3,91.789673
4.502400E-3,973.443270E-3,91.746445
4.518480E-3,976.190507E-3,92.005806
4.534560E-3,977.106273E-3,92.092262
4.550640E-3,973.443270E-3,91.746445
4.566720E-3,975.274682E-3,91.919350
4.582800E-3,972.069561E-3,91.616760
4.598880E-3,968.864441E-3,91.314171
4.614960E-3,972.069561E-3,91.616760
4.631040E-3,975.732625E-3,91.962578
4.647120E-3,976.190507E-3,92.005806
4.663200E-3,975.274682E-3,91.919350
4.679280E-3,975.274682E-3,91.919350
4.695360E-3,975.732625E-3,91.962578
4.711440E-3,974.816799E-3,91.876122
4.727520E-3,978.021860E-3,92.178703
4.743600E-3,975.732625E-3,91.962578
4.759680E-3,972.985387E-3,91.703217
4.775760E-3,971.611679E-3,91.573532
4.791840E-3,975.732625E-3,91.962578
4.807920E-3,976.648390E-3,92.049034
4.824000E-3,974.816799E-3,91.876122
4.840080E-3,976.190507E-3,92.005806
4.856160E-3,975.732625E-3,91.962578
4.872240E-3,973.443270E-3,91.746445
4.888320E-3,973.901153E-3,91.789673
4.904400E-3,972.985387E-3,91.703217
4.920480E-3,976.190507E-3,92.005806
4.936560E-3,976.648390E-3,92.049034
4.952640E-3,974.359035E-3,91.832901
4.968720E-3,974.816799E-3,91.876122
4.984800E-3,975.732625E-3,91.962578
5.000880E-3,973.443270E-3,91.746445
5.016960E-3,973.443270E-3,91.746445
5.033040E-3,973.901153E-3,91.789673
5.049120E-3,973.901153E-3,91.789673
5.065200E-3,970.695913E-3,91.487076
5.081280E-3,974.359035E-3,91.832901
5.097360E-3,976.648390E-3,92.049034
5.113440E-3,975.274682E-3,91.919350
5.129520E-3,973.901153E-3,91.789673
5.145600E-3,972.527444E-3,91.659988
5.161680E-3,974.816799E-3,91.876122
5.177760E-3,974.359035E-3,91.832901
5.193840E-3,972.527444E-3,91.659988
5.209920E-3,971.153796E-3,91.530304
5.226000E-3,972.985387E-3,91.703217
5.242080E-3,970.695913E-3,91.487076
5.258160E-3,971.611679E-3,91.573532
5.274240E-3,972.985387E-3,91.703217
5.290320E-3,974.816799E-3,91.876122
