Start,242424,
End,494949,
,,
x,y,Luminance
0.000000E+0,37.593987E-3,2.006953
16.080001E-6,42.606518E-3,2.093410
32.160002E-6,35.087712E-3,1.963725
48.240003E-6,17.543856E-3,1.661126
64.320004E-6,20.050129E-3,1.704355
80.400001E-6,40.100250E-3,2.050182
96.480006E-6,42.606518E-3,2.093410
112.560010E-6,22.556389E-3,1.747583
128.640007E-6,45.112785E-3,2.136639
144.720005E-6,52.631568E-3,2.266324
160.800002E-6,20.050129E-3,1.704355
176.880014E-6,25.062654E-3,1.790812
192.960011E-6,20.050129E-3,1.704355
209.040008E-6,25.062654E-3,1.790812
225.120020E-6,25.062654E-3,1.790812
241.200018E-6,40.100250E-3,2.050182
257.280015E-6,42.606518E-3,2.093410
273.360027E-6,37.593987E-3,2.006953
289.440010E-6,30.075187E-3,1.877268
305.520021E-6,27.568927E-3,1.834040
321.600004E-6,22.556389E-3,1.747583
337.680016E-6,35.087712E-3,1.963725
353.760028E-6,35.087712E-3,1.963725
369.840011E-6,42.606518E-3,2.093410
385.920022E-6,27.568927E-3,1.834040
402.000034E-6,37.593987E-3,2.006953
418.080017E-6,42.606518E-3,2.093410
434.160029E-6,32.581452E-3,1.920497
450.240041E-6,22.556389E-3,1.747583
466.320023E-6,32.581452E-3,1.920497
482.400035E-6,30.075187E-3,1.877268
498.480047E-6,45.112785E-3,2.136639
514.560030E-6,40.100250E-3,2.050182
530.640013E-6,27.568927E-3,1.834040
546.720054E-6,32.581452E-3,1.920497
562.800036E-6,25.062654E-3,1.790812
578.880019E-6,15.037597E-3,1.617898
594.960060E-6,27.568927E-3,1.834040
611.040043E-6,37.593987E-3,2.006953
627.120025E-6,37.593987E-3,2.006953
643.200008E-6,35.087712E-3,1.963725
659.280049E-6,25.062654E-3,1.790812
675.360032E-6,27.568927E-3,1.834040
691.440015E-6,32.581452E-3,1.920497
707.520056E-6,32.581452E-3,1.920497
723.600038E-6,27.568927E-3,1.834040
739.680021E-6,32.581452E-3,1.920497
755.760062E-6,37.593987E-3,2.006953
771.840045E-6,30.075187E-3,1.877268
787.920028E-6,17.543856E-3,1.661126
804.000068E-6,30.075187E-3,1.877268
820.080051E-6,30.075187E-3,1.877268
836.160034E-6,32.581452E-3,1.920497
852.240075E-6,40.100250E-3,2.050182
868.320058E-6,37.593987E-3,2.006953
884.400040E-6,25.062654E-3,1.790812
900.480081E-6,27.568927E-3,1.834040
916.560064E-6,32.581452E-3,1.920497
932.640047E-6,30.075187E-3,1.877268
948.720030E-6,35.087712E-3,1.963725
964.800071E-6,42.606518E-3,2.093410
980.880111E-6,40.100250E-3,2.050182
996.960094E-6,40.100250E-3,2.050182
1.013040E-3,30.075187E-3,1.877268
1.029120E-3,45.112785E-3,2.136639
1.045200E-3,35.087712E-3,1.963725
1.061280E-3,22.556389E-3,1.747583
1.077360E-3,25.062654E-3,1.790812
1.093440E-3,35.087712E-3,1.963725
1.109520E-3,37.593987E-3,2.006953
1.125600E-3,25.062654E-3,1.790812
1.141680E-3,32.581452E-3,1.920497
1.157760E-3,27.568927E-3,1.834040
1.173840E-3,22.556389E-3,1.747583
1.189920E-3,32.581452E-3,1.920497
1.206000E-3,27.568927E-3,1.834040
1.222080E-3,40.100250E-3,2.050182
1.238160E-3,42.606518E-3,2.093410
1.254240E-3,35.087712E-3,1.963725
1.270320E-3,37.593987E-3,2.006953
1.286400E-3,25.062654E-3,1.790812
1.302480E-3,20.050129E-3,1.704355
1.318560E-3,37.593987E-3,2.006953
1.334640E-3,25.062654E-3,1.790812
1.350720E-3,32.581452E-3,1.920497
1.366800E-3,27.568927E-3,1.834040
1.382880E-3,35.087712E-3,1.963725
1.398960E-3,37.593987E-3,2.006953
1.415040E-3,27.568927E-3,1.834040
1.431120E-3,20.050129E-3,1.704355
1.447200E-3,37.593987E-3,2.006953
1.463280E-3,25.062654E-3,1.790812
1.479360E-3,52.631568E-3,2.266324
1.495440E-3,30.075187E-3,1.877268
1.511520E-3,37.593987E-3,2.006953
1.527600E-3,25.062654E-3,1.790812
1.543680E-3,30.075187E-3,1.877268
1.559760E-3,32.581452E-3,1.920497
1.575840E-3,15.037597E-3,1.617898
1.591920E-3,25.062654E-3,1.790812
1.608000E-3,32.581452E-3,1.920497
1.624080E-3,45.112785E-3,2.136639
1.640160E-3,57.644099E-3,2.352780
1.656240E-3,27.568927E-3,1.834040
1.672320E-3,15.037597E-3,1.617898
1.688400E-3,37.593987E-3,2.006953
1.704480E-3,37.593987E-3,2.006953
1.720560E-3,30.075187E-3,1.877268
1.736640E-3,37.593987E-3,2.006953
1.752720E-3,40.100250E-3,2.050182
1.768800E-3,25.062654E-3,1.790812
1.784880E-3,20.050129E-3,1.704355
1.800960E-3,25.062654E-3,1.790812
1.817040E-3,20.050129E-3,1.704355
1.833120E-3,7.518799E-3,1.488213
