Start,B6B6B6,
End,494949,
,,
x,y,Luminance
2.428080E-3,967.691123E-3,61.539455
2.444160E-3,971.631229E-3,61.755623
2.460240E-3,976.359248E-3,62.015018
2.476320E-3,973.207235E-3,61.842087
2.492400E-3,974.783182E-3,61.928551
2.508480E-3,968.479097E-3,61.582687
2.524560E-3,970.843077E-3,61.712383
2.540640E-3,973.995209E-3,61.885319
2.556720E-3,978.723407E-3,62.144722
2.572800E-3,977.935374E-3,62.101490
2.588880E-3,975.571275E-3,61.971786
2.604960E-3,971.631229E-3,61.755623
2.621040E-3,973.207235E-3,61.842087
2.637120E-3,971.631229E-3,61.755623
2.653200E-3,973.995209E-3,61.885319
2.669280E-3,972.419202E-3,61.798855
2.685360E-3,979.511380E-3,62.187954
2.701440E-3,982.663512E-3,62.360889
2.717520E-3,972.419202E-3,61.798855
2.733600E-3,970.055103E-3,61.669151
2.749680E-3,973.995209E-3,61.885319
2.765760E-3,974.783182E-3,61.928551
2.781840E-3,970.055103E-3,61.669151
2.797920E-3,971.631229E-3,61.755623
2.814000E-3,976.359248E-3,62.015018
2.830080E-3,972.419202E-3,61.798855
2.846160E-3,970.055103E-3,61.669151
2.862240E-3,970.843077E-3,61.712383
2.878320E-3,969.267070E-3,61.625919
2.894400E-3,973.207235E-3,61.842087
2.910480E-3,975.571275E-3,61.971786
2.926560E-3,971.631229E-3,61.755623
2.942640E-3,973.207235E-3,61.842087
2.958720E-3,970.843077E-3,61.712383
2.974800E-3,970.843077E-3,61.712383
2.990880E-3,972.419202E-3,61.798855
3.006960E-3,976.359248E-3,62.015018
3.023040E-3,973.995209E-3,61.885319
3.039120E-3,965.327024E-3,61.409756
3.055200E-3,969.267070E-3,61.625919
3.071280E-3,971.631229E-3,61.755623
3.087360E-3,970.055103E-3,61.669151
3.103440E-3,966.903031E-3,61.496220
3.119520E-3,970.843077E-3,61.712383
3.135600E-3,972.419202E-3,61.798855
3.151680E-3,973.207235E-3,61.842087
3.167760E-3,973.995209E-3,61.885319
3.183840E-3,970.843077E-3,61.712383
3.199920E-3,976.359248E-3,62.015018
3.216000E-3,973.207235E-3,61.842087
3.232080E-3,970.055103E-3,61.669151
3.248160E-3,974.783182E-3,61.928551
3.264240E-3,972.419202E-3,61.798855
3.280320E-3,967.691123E-3,61.539455
3.296400E-3,968.479097E-3,61.582687
3.312480E-3,972.419202E-3,61.798855
3.328560E-3,971.631229E-3,61.755623
3.344640E-3,972.419202E-3,61.798855
3.360720E-3,968.479097E-3,61.582687
3.376800E-3,969.267070E-3,61.625919
3.392880E-3,972.419202E-3,61.798855
3.408960E-3,973.207235E-3,61.842087
3.425040E-3,971.631229E-3,61.755623
3.441120E-3,967.691123E-3,61.539455
3.457200E-3,968.479097E-3,61.582687
3.473280E-3,970.843077E-3,61.712383
3.489360E-3,973.995209E-3,61.885319
3.505440E-3,970.843077E-3,61.712383
3.521520E-3,969.267070E-3,61.625919
3.537600E-3,967.691123E-3,61.539455
3.553680E-3,972.419202E-3,61.798855
3.569760E-3,966.903031E-3,61.496220
3.585840E-3,966.903031E-3,61.496220
3.601920E-3,969.267070E-3,61.625919
3.618000E-3,966.115057E-3,61.452988
3.634080E-3,968.479097E-3,61.582687
3.650160E-3,968.479097E-3,61.582687
3.666240E-3,970.055103E-3,61.669151
3.682320E-3,970.843077E-3,61.712383
3.698400E-3,971.631229E-3,61.755623
3.714480E-3,969.267070E-3,61.625919
3.730560E-3,969.267070E-3,61.625919
3.746640E-3,966.903031E-3,61.496220
3.762720E-3,972.419202E-3,61.798855
3.778800E-3,969.267070E-3,61.625919
3.794880E-3,969.267070E-3,61.625919
3.810960E-3,968.479097E-3,61.582687
3.827040E-3,966.903031E-3,61.496220
3.843120E-3,970.843077E-3,61.712383
3.859200E-3,962.962925E-3,61.280052
3.875280E-3,965.327024E-3,61.409756
3.891360E-3,972.419202E-3,61.798855
3.907440E-3,968.479097E-3,61.582687
3.923520E-3,969.267070E-3,61.625919
3.939600E-3,970.055103E-3,61.669151
3.955680E-3,965.327024E-3,61.409756
3.971760E-3,967.691123E-3,61.539455
3.987840E-3,966.903031E-3,61.496220
4.003920E-3,964.538932E-3,61.366516
4.020000E-3,966.903031E-3,61.496220
4.036080E-3,969.267070E-3,61.625919
4.052160E-3,966.903031E-3,61.496220
4.068240E-3,968.479097E-3,61.582687
4.084320E-3,968.479097E-3,61.582687
4.100400E-3,966.903031E-3,61.496220
4.116480E-3,970.055103E-3,61.669151
4.132560E-3,964.538932E-3,61.366516
4.148640E-3,966.115057E-3,61.452988
4.164720E-3,972.419202E-3,61.798855
4.180800E-3,969.267070E-3,61.625919
4.196880E-3,966.903031E-3,61.496220
4.212960E-3,968.479097E-3,61.582687
4.229040E-3,966.903031E-3,61.496220
4.245120E-3,967.691123E-3,61.539455
4.261200E-3,968.479097E-3,61.582687
4.277280E-3,967.691123E-3,61.539455
4.293360E-3,964.538932E-3,61.366516
4.309440E-3,966.903031E-3,61.496220
4.325520E-3,962.962925E-3,61.280052
4.341600E-3,964.538932E-3,61.366516
4.357680E-3,967.691123E-3,61.539455
4.373760E-3,971.631229E-3,61.755623
4.389840E-3,965.327024E-3,61.409756
4.405920E-3,963.750899E-3,61.323284
4.422000E-3,962.962925E-3,61.280052
4.438080E-3,962.174892E-3,61.236820
4.454160E-3,966.903031E-3,61.496220
4.470240E-3,967.691123E-3,61.539455
4.486320E-3,966.903031E-3,61.496220
4.502400E-3,962.174892E-3,61.236820
4.518480E-3,965.327024E-3,61.409756
4.534560E-3,966.115057E-3,61.452988
4.550640E-3,967.691123E-3,61.539455
4.566720E-3,970.055103E-3,61.669151
4.582800E-3,968.479097E-3,61.582687
4.598880E-3,962.962925E-3,61.280052
4.614960E-3,959.810853E-3,61.107121
4.631040E-3,964.538932E-3,61.366516
4.647120E-3,965.327024E-3,61.409756
4.663200E-3,970.055103E-3,61.669151
4.679280E-3,964.538932E-3,61.366516
4.695360E-3,962.174892E-3,61.236820
4.711440E-3,961.386919E-3,61.193588
4.727520E-3,966.115057E-3,61.452988
4.743600E-3,969.267070E-3,61.625919
4.759680E-3,964.538932E-3,61.366516
4.775760E-3,962.174892E-3,61.236820
4.791840E-3,963.750899E-3,61.323284
4.807920E-3,962.962925E-3,61.280052
4.824000E-3,961.386919E-3,61.193588
4.840080E-3,966.115057E-3,61.452988
4.856160E-3,966.903031E-3,61.496220
4.872240E-3,965.327024E-3,61.409756
4.888320E-3,966.115057E-3,61.452988
4.904400E-3,962.962925E-3,61.280052
4.920480E-3,962.962925E-3,61.280052
4.936560E-3,965.327024E-3,61.409756
4.952640E-3,961.386919E-3,61.193588
4.968720E-3,964.538932E-3,61.366516
4.984800E-3,966.903031E-3,61.496220
5.000880E-3,966.903031E-3,61.496220
5.016960E-3,966.115057E-3,61.452988
5.033040E-3,961.386919E-3,61.193588
5.049120E-3,959.810853E-3,61.107121
5.065200E-3,963.750899E-3,61.323284
5.081280E-3,966.115057E-3,61.452988
5.097360E-3,960.598946E-3,61.150356
5.113440E-3,962.174892E-3,61.236820
5.129520E-3,964.538932E-3,61.366516
5.145600E-3,957.446814E-3,60.977421
5.161680E-3,959.810853E-3,61.107121
5.177760E-3,959.810853E-3,61.107121
5.193840E-3,966.115057E-3,61.452988
5.209920E-3,965.327024E-3,61.409756
5.226000E-3,962.962925E-3,61.280052
5.242080E-3,959.810853E-3,61.107121
5.258160E-3,962.962925E-3,61.280052
5.274240E-3,964.538932E-3,61.366516
5.290320E-3,964.538932E-3,61.366516
5.306400E-3,962.962925E-3,61.280052
5.322480E-3,962.962925E-3,61.280052
5.338560E-3,961.386919E-3,61.193588
5.354641E-3,963.750899E-3,61.323284
5.370720E-3,963.750899E-3,61.323284
5.386801E-3,956.658721E-3,60.934185
5.402880E-3,958.234787E-3,61.020653
5.418960E-3,962.962925E-3,61.280052
5.435040E-3,966.115057E-3,61.452988
5.451120E-3,962.962925E-3,61.280052
5.467200E-3,962.174892E-3,61.236820
5.483280E-3,958.234787E-3,61.020653
5.499360E-3,960.598946E-3,61.150356
5.515440E-3,962.962925E-3,61.280052
5.531520E-3,959.810853E-3,61.107121
5.547600E-3,964.538932E-3,61.366516
5.563681E-3,963.750899E-3,61.323284
5.579760E-3,958.234787E-3,61.020653
5.595841E-3,957.446814E-3,60.977421
5.611920E-3,958.234787E-3,61.020653
5.628000E-3,960.598946E-3,61.150356
5.644080E-3,962.174892E-3,61.236820
5.660160E-3,964.538932E-3,61.366516
5.676240E-3,955.870748E-3,60.890953
5.692320E-3,962.174892E-3,61.236820
5.708400E-3,964.538932E-3,61.366516
5.724480E-3,962.174892E-3,61.236820
5.740560E-3,962.174892E-3,61.236820
5.756640E-3,962.174892E-3,61.236820
5.772721E-3,959.810853E-3,61.107121
5.788800E-3,962.174892E-3,61.236820
5.804881E-3,962.174892E-3,61.236820
5.820960E-3,961.386919E-3,61.193588
5.837040E-3,958.234787E-3,61.020653
5.853120E-3,955.082715E-3,60.847721
5.869200E-3,956.658721E-3,60.934185
5.885280E-3,963.750899E-3,61.323284
5.901360E-3,962.962925E-3,61.280052
5.917440E-3,959.022820E-3,61.063885
5.933520E-3,959.810853E-3,61.107121
5.949600E-3,959.022820E-3,61.063885
5.965680E-3,960.598946E-3,61.150356
5.981761E-3,958.234787E-3,61.020653
5.997840E-3,956.658721E-3,60.934185
6.013921E-3,959.810853E-3,61.107121
6.030000E-3,958.234787E-3,61.020653
6.046080E-3,959.810853E-3,61.107121
6.062160E-3,959.022820E-3,61.063885
6.078240E-3,956.658721E-3,60.934185
6.094320E-3,959.810853E-3,61.107121
6.110400E-3,960.598946E-3,61.150356
6.126480E-3,960.598946E-3,61.150356
6.142560E-3,959.810853E-3,61.107121
6.158640E-3,959.022820E-3,61.063885
6.174720E-3,955.082715E-3,60.847721
6.190801E-3,957.446814E-3,60.977421
6.206880E-3,963.750899E-3,61.323284
6.222961E-3,959.810853E-3,61.107121
6.239040E-3,959.810853E-3,61.107121
6.255121E-3,962.174892E-3,61.236820
6.271200E-3,962.174892E-3,61.236820
6.287280E-3,962.174892E-3,61.236820
6.303360E-3,958.234787E-3,61.020653
6.319440E-3,957.446814E-3,60.977421
6.335520E-3,962.962925E-3,61.280052
6.351600E-3,962.174892E-3,61.236820
6.367680E-3,960.598946E-3,61.150356
6.383760E-3,961.386919E-3,61.193588
6.399841E-3,958.234787E-3,61.020653
6.415920E-3,956.658721E-3,60.934185
6.432001E-3,955.082715E-3,60.847721
6.448080E-3,957.446814E-3,60.977421
6.464161E-3,958.234787E-3,61.020653
6.480240E-3,960.598946E-3,61.150356
6.496320E-3,961.386919E-3,61.193588
