Start,242424,
End,6D6D6D,
,,
x,y,Luminance
0.000000E+0,35.785284E-3,1.963837
16.080001E-6,35.785284E-3,1.963837
32.160002E-6,35.785284E-3,1.963837
48.240003E-6,27.833000E-3,1.790909
64.320004E-6,23.856854E-3,1.704444
80.400001E-6,27.833000E-3,1.790909
96.480006E-6,47.713716E-3,2.223230
112.560010E-6,41.749500E-3,2.093534
128.640007E-6,43.737575E-3,2.136766
144.720005E-6,43.737575E-3,2.136766
160.800002E-6,41.749500E-3,2.093534
176.880014E-6,31.809144E-3,1.877373
192.960011E-6,25.844924E-3,1.747676
209.040008E-6,27.833000E-3,1.790909
225.120020E-6,27.833000E-3,1.790909
241.200018E-6,27.833000E-3,1.790909
257.280015E-6,35.785284E-3,1.963837
273.360027E-6,35.785284E-3,1.963837
289.440010E-6,25.844924E-3,1.747676
305.520021E-6,25.844924E-3,1.747676
321.600004E-6,21.868780E-3,1.661212
337.680016E-6,29.821075E-3,1.834141
353.760028E-6,29.821075E-3,1.834141
369.840011E-6,27.833000E-3,1.790909
385.920022E-6,25.844924E-3,1.747676
402.000034E-6,23.856854E-3,1.704444
418.080017E-6,29.821075E-3,1.834141
434.160029E-6,47.713716E-3,2.223230
450.240041E-6,31.809144E-3,1.877373
466.320023E-6,27.833000E-3,1.790909
482.400035E-6,21.868780E-3,1.661212
498.480047E-6,39.761424E-3,2.050301
514.560030E-6,39.761424E-3,2.050301
530.640013E-6,41.749500E-3,2.093534
546.720054E-6,41.749500E-3,2.093534
562.800036E-6,29.821075E-3,1.834141
578.880019E-6,31.809144E-3,1.877373
594.960060E-6,15.904570E-3,1.531516
611.040043E-6,23.856854E-3,1.704444
627.120025E-6,45.725640E-3,2.179998
643.200008E-6,35.785284E-3,1.963837
659.280049E-6,29.821075E-3,1.834141
675.360032E-6,35.785284E-3,1.963837
691.440015E-6,27.833000E-3,1.790909
707.520056E-6,25.844924E-3,1.747676
723.600038E-6,25.844924E-3,1.747676
739.680021E-6,25.844924E-3,1.747676
755.760062E-6,25.844924E-3,1.747676
771.840045E-6,31.809144E-3,1.877373
787.920028E-6,31.809144E-3,1.877373
804.000068E-6,33.797216E-3,1.920605
820.080051E-6,31.809144E-3,1.877373
836.160034E-6,33.797216E-3,1.920605
852.240075E-6,41.749500E-3,2.093534
868.320058E-6,33.797216E-3,1.920605
884.400040E-6,33.797216E-3,1.920605
900.480081E-6,27.833000E-3,1.790909
916.560064E-6,27.833000E-3,1.790909
932.640047E-6,31.809144E-3,1.877373
948.720030E-6,19.880710E-3,1.617980
964.800071E-6,31.809144E-3,1.877373
980.880111E-6,33.797216E-3,1.920605
996.960094E-6,37.773360E-3,2.007069
1.013040E-3,25.844924E-3,1.747676
1.029120E-3,31.809144E-3,1.877373
1.045200E-3,37.773360E-3,2.007069
1.061280E-3,23.856854E-3,1.704444
1.077360E-3,27.833000E-3,1.790909
1.093440E-3,31.809144E-3,1.877373
1.109520E-3,31.809144E-3,1.877373
1.125600E-3,27.833000E-3,1.790909
1.141680E-3,37.773360E-3,2.007069
1.157760E-3,37.773360E-3,2.007069
1.173840E-3,29.821075E-3,1.834141
1.189920E-3,29.821075E-3,1.834141
1.206000E-3,23.856854E-3,1.704444
1.222080E-3,27.833000E-3,1.790909
1.238160E-3,23.856854E-3,1.704444
1.254240E-3,17.892640E-3,1.574748
1.270320E-3,29.821075E-3,1.834141
1.286400E-3,39.761424E-3,2.050301
1.302480E-3,37.773360E-3,2.007069
1.318560E-3,31.809144E-3,1.877373
1.334640E-3,21.868780E-3,1.661212
1.350720E-3,33.797216E-3,1.920605
1.366800E-3,37.773360E-3,2.007069
1.382880E-3,29.821075E-3,1.834141
1.398960E-3,39.761424E-3,2.050301
1.415040E-3,37.773360E-3,2.007069
1.431120E-3,39.761424E-3,2.050301
1.447200E-3,15.904570E-3,1.531516
1.463280E-3,21.868780E-3,1.661212
1.479360E-3,27.833000E-3,1.790909
1.495440E-3,31.809144E-3,1.877373
1.511520E-3,33.797216E-3,1.920605
1.527600E-3,35.785284E-3,1.963837
1.543680E-3,39.761424E-3,2.050301
1.559760E-3,29.821075E-3,1.834141
1.575840E-3,21.868780E-3,1.661212
1.591920E-3,29.821075E-3,1.834141
1.608000E-3,39.761424E-3,2.050301
1.624080E-3,47.713716E-3,2.223230
1.640160E-3,35.785284E-3,1.963837
1.656240E-3,29.821075E-3,1.834141
1.672320E-3,29.821075E-3,1.834141
1.688400E-3,29.821075E-3,1.834141
1.704480E-3,23.856854E-3,1.704444
1.720560E-3,25.844924E-3,1.747676
1.736640E-3,37.773360E-3,2.007069
1.752720E-3,35.785284E-3,1.963837
1.768800E-3,39.761424E-3,2.050301
1.784880E-3,31.809144E-3,1.877373
1.800960E-3,33.797216E-3,1.920605
1.817040E-3,29.821075E-3,1.834141
1.833120E-3,15.904570E-3,1.531516
1.849200E-3,31.809144E-3,1.877373
1.865280E-3,45.725640E-3,2.179998
1.881360E-3,51.689856E-3,2.309694
1.897440E-3,29.821075E-3,1.834141
