Start,000000,
End,FFFFFF,
,,
x,y,Luminance
0.000000E+0,4.896817E-3,-0.024840
16.080001E-6,5.246589E-3,0.018392
32.160002E-6,6.645680E-3,0.191320
48.240003E-6,6.995453E-3,0.234552
64.320004E-6,5.246589E-3,0.018392
80.400001E-6,6.995453E-3,0.234552
96.480006E-6,5.596362E-3,0.061624
112.560010E-6,3.147953E-3,-0.241001
128.640007E-6,4.547044E-3,-0.068072
144.720005E-6,3.847499E-3,-0.154537
160.800002E-6,1.748863E-3,-0.413929
176.880014E-6,4.896817E-3,-0.024840
192.960011E-6,5.246589E-3,0.018392
209.040008E-6,7.694998E-3,0.321017
225.120020E-6,5.596362E-3,0.061624
241.200018E-6,3.847499E-3,-0.154537
257.280015E-6,4.896817E-3,-0.024840
273.360027E-6,4.197272E-3,-0.111305
289.440010E-6,4.197272E-3,-0.111305
305.520021E-6,4.197272E-3,-0.111305
321.600004E-6,4.547044E-3,-0.068072
337.680016E-6,5.946135E-3,0.104856
353.760028E-6,6.645680E-3,0.191320
369.840011E-6,5.596362E-3,0.061624
385.920022E-6,5.596362E-3,0.061624
402.000034E-6,4.547044E-3,-0.068072
418.080017E-6,5.246589E-3,0.018392
434.160029E-6,4.197272E-3,-0.111305
450.240041E-6,2.798181E-3,-0.284233
466.320023E-6,5.946135E-3,0.104856
482.400035E-6,4.197272E-3,-0.111305
498.480047E-6,3.847499E-3,-0.154537
514.560030E-6,5.596362E-3,0.061624
530.640013E-6,5.946135E-3,0.104856
546.720054E-6,5.596362E-3,0.061624
562.800036E-6,3.497726E-3,-0.197769
578.880019E-6,3.847499E-3,-0.154537
594.960060E-6,2.448408E-3,-0.327465
611.040043E-6,4.547044E-3,-0.068072
627.120025E-6,6.295907E-3,0.148088
643.200008E-6,6.295907E-3,0.148088
659.280049E-6,5.946135E-3,0.104856
675.360032E-6,6.295907E-3,0.148088
691.440015E-6,6.645680E-3,0.191320
707.520056E-6,5.946135E-3,0.104856
723.600038E-6,5.946135E-3,0.104856
739.680021E-6,4.197272E-3,-0.111305
755.760062E-6,4.547044E-3,-0.068072
771.840045E-6,5.246589E-3,0.018392
